,Drug Type,Sex,with/without?,Opioid Type,Deaths,Death Rate,Year,Population Type
1165,Synthetic opioids,Male,overall,overall,105.0,0.5,2005,"Young Adults, 15-24 Years"
1166,Heroin,Female,overall,overall,65.0,0.3,2005,"Young Adults, 15-24 Years"
1167,Heroin,Male,overall,overall,214.0,1.0,2005,"Young Adults, 15-24 Years"
1168,Heroin,Female,with,synthetic,,,2005,"Young Adults, 15-24 Years"
1169,Heroin,Male,with,synthetic,,,2005,"Young Adults, 15-24 Years"
1170,Stimulants,Female,overall,overall,171.0,0.8,2005,"Young Adults, 15-24 Years"
1171,Stimulants,Male,overall,overall,539.0,2.5,2005,"Young Adults, 15-24 Years"
1172,Stimulants,Female,with,any,103.0,0.5,2005,"Young Adults, 15-24 Years"
1173,Stimulants,Male,with,any,301.0,1.4,2005,"Young Adults, 15-24 Years"
1174,Stimulants,Female,with,synthetic,,,2005,"Young Adults, 15-24 Years"
1175,Stimulants,Male,with,synthetic,20.0,0.1,2005,"Young Adults, 15-24 Years"
1176,Cocaine,Female,overall,overall,132.0,0.6,2005,"Young Adults, 15-24 Years"
1177,Cocaine,Male,overall,overall,414.0,1.9,2005,"Young Adults, 15-24 Years"
1178,Cocaine,Female,with,any,91.0,0.4,2005,"Young Adults, 15-24 Years"
1179,Cocaine,Male,with,any,254.0,1.2,2005,"Young Adults, 15-24 Years"
1180,Cocaine,Female,with,synthetic,,,2005,"Young Adults, 15-24 Years"
1181,Cocaine,Male,with,synthetic,,,2005,"Young Adults, 15-24 Years"
1182,Psychostimulants,Female,overall,overall,47.0,0.2,2005,"Young Adults, 15-24 Years"
1183,Psychostimulants,Male,overall,overall,149.0,0.7,2005,"Young Adults, 15-24 Years"
1184,Psychostimulants,Female,with,any,,,2005,"Young Adults, 15-24 Years"
1185,Psychostimulants,Male,with,any,,0.3,2005,"Young Adults, 15-24 Years"
1186,Psychostimulants,Female,with,synthetic,,,2005,"Young Adults, 15-24 Years"
1187,Psychostimulants,Male,with,synthetic,,,2005,"Young Adults, 15-24 Years"
1188,Benzodiazepines,Female,overall,overall,83.0,0.4,2005,"Young Adults, 15-24 Years"
1189,Benzodiazepines,Male,overall,overall,239.0,1.1,2005,"Young Adults, 15-24 Years"
1190,Benzodiazepines,Female,with,any,68.0,0.3,2005,"Young Adults, 15-24 Years"
1191,Benzodiazepines,Male,with,any,213.0,1.0,2005,"Young Adults, 15-24 Years"
1192,Benzodiazepines,Female,with,synthetic,,,2005,"Young Adults, 15-24 Years"
1193,Benzodiazepines,Male,with,synthetic,22.0,0.1,2005,"Young Adults, 15-24 Years"
1194,Antidepressants,Female,overall,overall,77.0,0.4,2005,"Young Adults, 15-24 Years"
1195,Antidepressants,Male,overall,overall,75.0,0.3,2005,"Young Adults, 15-24 Years"
1196,Antidepressants,Female,with,any,33.0,0.2,2005,"Young Adults, 15-24 Years"
1197,Antidepressants,Male,with,any,46.0,0.2,2005,"Young Adults, 15-24 Years"
1198,Antidepressants,Female,with,synthetic,,,2005,"Young Adults, 15-24 Years"
1199,Antidepressants,Male,with,synthetic,,,2005,"Young Adults, 15-24 Years"
1200,Prescription opioids,Female,overall,overall,290.0,1.4,2006,"Young Adults, 15-24 Years"
1201,Prescription opioids,Male,overall,overall,1098.0,5.0,2006,"Young Adults, 15-24 Years"
1202,Prescription opioids,Female,with,synthetic,14.0,,2006,"Young Adults, 15-24 Years"
1203,Prescription opioids,Male,with,synthetic,38.0,0.2,2006,"Young Adults, 15-24 Years"
1204,Synthetic opioids,Female,overall,overall,66.0,0.3,2006,"Young Adults, 15-24 Years"
1205,Synthetic opioids,Male,overall,overall,212.0,1.0,2006,"Young Adults, 15-24 Years"
1206,Heroin,Female,overall,overall,57.0,0.3,2006,"Young Adults, 15-24 Years"
1207,Heroin,Male,overall,overall,256.0,1.2,2006,"Young Adults, 15-24 Years"
1208,Heroin,Female,with,synthetic,,,2006,"Young Adults, 15-24 Years"
1209,Heroin,Male,with,synthetic,,,2006,"Young Adults, 15-24 Years"
1210,Stimulants,Female,overall,overall,202.0,1.0,2006,"Young Adults, 15-24 Years"
1211,Stimulants,Male,overall,overall,587.0,2.7,2006,"Young Adults, 15-24 Years"
1212,Stimulants,Female,with,any,108.0,0.5,2006,"Young Adults, 15-24 Years"
1213,Stimulants,Male,with,any,368.0,1.7,2006,"Young Adults, 15-24 Years"
1214,Stimulants,Female,with,synthetic,17.0,,2006,"Young Adults, 15-24 Years"
1215,Stimulants,Male,with,synthetic,44.0,0.2,2006,"Young Adults, 15-24 Years"
1216,Cocaine,Female,overall,overall,168.0,0.8,2006,"Young Adults, 15-24 Years"
1217,Cocaine,Male,overall,overall,508.0,2.3,2006,"Young Adults, 15-24 Years"
1218,Cocaine,Female,with,any,94.0,0.5,2006,"Young Adults, 15-24 Years"
1219,Cocaine,Male,with,any,330.0,1.5,2006,"Young Adults, 15-24 Years"
1220,Cocaine,Female,with,synthetic,,,2006,"Young Adults, 15-24 Years"
1221,Cocaine,Male,with,synthetic,37.0,0.2,2006,"Young Adults, 15-24 Years"
1222,Psychostimulants,Female,overall,overall,46.0,0.2,2006,"Young Adults, 15-24 Years"
1223,Psychostimulants,Male,overall,overall,107.0,0.5,2006,"Young Adults, 15-24 Years"
1224,Psychostimulants,Female,with,any,,,2006,"Young Adults, 15-24 Years"
1225,Psychostimulants,Male,with,any,,0.2,2006,"Young Adults, 15-24 Years"
1226,Psychostimulants,Female,with,synthetic,,,2006,"Young Adults, 15-24 Years"
1227,Psychostimulants,Male,with,synthetic,,,2006,"Young Adults, 15-24 Years"
1228,Benzodiazepines,Female,overall,overall,95.0,0.5,2006,"Young Adults, 15-24 Years"
1229,Benzodiazepines,Male,overall,overall,347.0,1.6,2006,"Young Adults, 15-24 Years"
1230,Benzodiazepines,Female,with,any,78.0,0.4,2006,"Young Adults, 15-24 Years"
1231,Benzodiazepines,Male,with,any,309.0,1.4,2006,"Young Adults, 15-24 Years"
1232,Benzodiazepines,Female,with,synthetic,,,2006,"Young Adults, 15-24 Years"
1233,Benzodiazepines,Male,with,synthetic,36.0,0.2,2006,"Young Adults, 15-24 Years"
1234,Antidepressants,Female,overall,overall,69.0,0.3,2006,"Young Adults, 15-24 Years"
1235,Antidepressants,Male,overall,overall,57.0,0.3,2006,"Young Adults, 15-24 Years"
1236,Antidepressants,Female,with,any,24.0,0.1,2006,"Young Adults, 15-24 Years"
1237,Antidepressants,Male,with,any,28.0,0.1,2006,"Young Adults, 15-24 Years"
1238,Antidepressants,Female,with,synthetic,,,2006,"Young Adults, 15-24 Years"
1239,Antidepressants,Male,with,synthetic,,,2006,"Young Adults, 15-24 Years"
1240,Prescription opioids,Female,overall,overall,353.0,1.7,2007,"Young Adults, 15-24 Years"
1241,Prescription opioids,Male,overall,overall,1183.0,5.3,2007,"Young Adults, 15-24 Years"
1242,Prescription opioids,Female,with,synthetic,12.0,,2007,"Young Adults, 15-24 Years"
1243,Prescription opioids,Male,with,synthetic,29.0,0.1,2007,"Young Adults, 15-24 Years"
1244,Synthetic opioids,Female,overall,overall,47.0,0.2,2007,"Young Adults, 15-24 Years"
1245,Synthetic opioids,Male,overall,overall,128.0,0.6,2007,"Young Adults, 15-24 Years"
1246,Heroin,Female,overall,overall,61.0,0.3,2007,"Young Adults, 15-24 Years"
1247,Heroin,Male,overall,overall,298.0,1.3,2007,"Young Adults, 15-24 Years"
1248,Heroin,Female,with,synthetic,,,2007,"Young Adults, 15-24 Years"
1249,Heroin,Male,with,synthetic,,,2007,"Young Adults, 15-24 Years"
1250,Stimulants,Female,overall,overall,161.0,0.8,2007,"Young Adults, 15-24 Years"
1251,Stimulants,Male,overall,overall,513.0,2.3,2007,"Young Adults, 15-24 Years"
1252,Stimulants,Female,with,any,93.0,0.4,2007,"Young Adults, 15-24 Years"
1253,Stimulants,Male,with,any,318.0,1.4,2007,"Young Adults, 15-24 Years"
1254,Stimulants,Female,with,synthetic,,,2007,"Young Adults, 15-24 Years"
1255,Stimulants,Male,with,synthetic,17.0,,2007,"Young Adults, 15-24 Years"
1256,Cocaine,Female,overall,overall,119.0,0.6,2007,"Young Adults, 15-24 Years"
1257,Cocaine,Male,overall,overall,444.0,2.0,2007,"Young Adults, 15-24 Years"
1258,Cocaine,Female,with,any,81.0,0.4,2007,"Young Adults, 15-24 Years"
1259,Cocaine,Male,with,any,284.0,1.3,2007,"Young Adults, 15-24 Years"
1260,Cocaine,Female,with,synthetic,,,2007,"Young Adults, 15-24 Years"
1261,Cocaine,Male,with,synthetic,,,2007,"Young Adults, 15-24 Years"
1262,Psychostimulants,Female,overall,overall,51.0,0.2,2007,"Young Adults, 15-24 Years"
1263,Psychostimulants,Male,overall,overall,91.0,0.4,2007,"Young Adults, 15-24 Years"
1264,Psychostimulants,Female,with,any,,,2007,"Young Adults, 15-24 Years"
1265,Psychostimulants,Male,with,any,,0.2,2007,"Young Adults, 15-24 Years"
1266,Psychostimulants,Female,with,synthetic,,,2007,"Young Adults, 15-24 Years"
1267,Psychostimulants,Male,with,synthetic,,,2007,"Young Adults, 15-24 Years"
1268,Benzodiazepines,Female,overall,overall,145.0,0.7,2007,"Young Adults, 15-24 Years"
1269,Benzodiazepines,Male,overall,overall,370.0,1.7,2007,"Young Adults, 15-24 Years"
1270,Benzodiazepines,Female,with,any,128.0,0.6,2007,"Young Adults, 15-24 Years"
1271,Benzodiazepines,Male,with,any,324.0,1.5,2007,"Young Adults, 15-24 Years"
1272,Benzodiazepines,Female,with,synthetic,,,2007,"Young Adults, 15-24 Years"
1273,Benzodiazepines,Male,with,synthetic,25.0,0.1,2007,"Young Adults, 15-24 Years"
1274,Antidepressants,Female,overall,overall,66.0,0.3,2007,"Young Adults, 15-24 Years"
1275,Antidepressants,Male,overall,overall,84.0,0.4,2007,"Young Adults, 15-24 Years"
1276,Antidepressants,Female,with,any,33.0,0.2,2007,"Young Adults, 15-24 Years"
1277,Antidepressants,Male,with,any,55.0,0.2,2007,"Young Adults, 15-24 Years"
1278,Antidepressants,Female,with,synthetic,,,2007,"Young Adults, 15-24 Years"
1279,Antidepressants,Male,with,synthetic,,,2007,"Young Adults, 15-24 Years"
1280,Prescription opioids,Female,overall,overall,299.0,1.4,2008,"Young Adults, 15-24 Years"
1281,Prescription opioids,Male,overall,overall,1150.0,5.2,2008,"Young Adults, 15-24 Years"
1282,Prescription opioids,Female,with,synthetic,11.0,,2008,"Young Adults, 15-24 Years"
1283,Prescription opioids,Male,with,synthetic,44.0,0.2,2008,"Young Adults, 15-24 Years"
1284,Synthetic opioids,Female,overall,overall,48.0,0.2,2008,"Young Adults, 15-24 Years"
1285,Synthetic opioids,Male,overall,overall,142.0,0.6,2008,"Young Adults, 15-24 Years"
1286,Heroin,Female,overall,overall,96.0,0.5,2008,"Young Adults, 15-24 Years"
1287,Heroin,Male,overall,overall,401.0,1.8,2008,"Young Adults, 15-24 Years"
1288,Heroin,Female,with,synthetic,,,2008,"Young Adults, 15-24 Years"
1289,Heroin,Male,with,synthetic,,,2008,"Young Adults, 15-24 Years"
1290,Stimulants,Female,overall,overall,115.0,0.5,2008,"Young Adults, 15-24 Years"
1291,Stimulants,Male,overall,overall,385.0,1.7,2008,"Young Adults, 15-24 Years"
1292,Stimulants,Female,with,any,71.0,0.3,2008,"Young Adults, 15-24 Years"
1293,Stimulants,Male,with,any,263.0,1.2,2008,"Young Adults, 15-24 Years"
1294,Stimulants,Female,with,synthetic,,,2008,"Young Adults, 15-24 Years"
1295,Stimulants,Male,with,synthetic,20.0,0.1,2008,"Young Adults, 15-24 Years"
1296,Cocaine,Female,overall,overall,89.0,0.4,2008,"Young Adults, 15-24 Years"
1297,Cocaine,Male,overall,overall,295.0,1.3,2008,"Young Adults, 15-24 Years"
1298,Cocaine,Female,with,any,62.0,0.3,2008,"Young Adults, 15-24 Years"
1299,Cocaine,Male,with,any,218.0,1.0,2008,"Young Adults, 15-24 Years"
1300,Cocaine,Female,with,synthetic,,,2008,"Young Adults, 15-24 Years"
1301,Cocaine,Male,with,synthetic,,,2008,"Young Adults, 15-24 Years"
1302,Psychostimulants,Female,overall,overall,31.0,0.1,2008,"Young Adults, 15-24 Years"
1303,Psychostimulants,Male,overall,overall,96.0,0.4,2008,"Young Adults, 15-24 Years"
1304,Psychostimulants,Female,with,any,,,2008,"Young Adults, 15-24 Years"
1305,Psychostimulants,Male,with,any,,0.2,2008,"Young Adults, 15-24 Years"
1306,Psychostimulants,Female,with,synthetic,,,2008,"Young Adults, 15-24 Years"
1307,Psychostimulants,Male,with,synthetic,,,2008,"Young Adults, 15-24 Years"
1308,Benzodiazepines,Female,overall,overall,133.0,0.6,2008,"Young Adults, 15-24 Years"
1309,Benzodiazepines,Male,overall,overall,417.0,1.9,2008,"Young Adults, 15-24 Years"
1310,Benzodiazepines,Female,with,any,114.0,0.5,2008,"Young Adults, 15-24 Years"
1311,Benzodiazepines,Male,with,any,372.0,1.7,2008,"Young Adults, 15-24 Years"
1312,Benzodiazepines,Female,with,synthetic,,,2008,"Young Adults, 15-24 Years"
1313,Benzodiazepines,Male,with,synthetic,32.0,0.1,2008,"Young Adults, 15-24 Years"
1314,Antidepressants,Female,overall,overall,74.0,0.3,2008,"Young Adults, 15-24 Years"
1315,Antidepressants,Male,overall,overall,83.0,0.4,2008,"Young Adults, 15-24 Years"
1316,Antidepressants,Female,with,any,37.0,0.2,2008,"Young Adults, 15-24 Years"
1317,Antidepressants,Male,with,any,57.0,0.3,2008,"Young Adults, 15-24 Years"
1318,Antidepressants,Female,with,synthetic,,,2008,"Young Adults, 15-24 Years"
1319,Antidepressants,Male,with,synthetic,,,2008,"Young Adults, 15-24 Years"
1320,Prescription opioids,Female,overall,overall,338.0,1.6,2009,"Young Adults, 15-24 Years"
1321,Prescription opioids,Male,overall,overall,1068.0,4.8,2009,"Young Adults, 15-24 Years"
1322,Prescription opioids,Female,with,synthetic,21.0,0.1,2009,"Young Adults, 15-24 Years"
1323,Prescription opioids,Male,with,synthetic,37.0,0.2,2009,"Young Adults, 15-24 Years"
1324,Synthetic opioids,Female,overall,overall,53.0,0.2,2009,"Young Adults, 15-24 Years"
1325,Synthetic opioids,Male,overall,overall,150.0,0.7,2009,"Young Adults, 15-24 Years"
1326,Heroin,Female,overall,overall,115.0,0.5,2009,"Young Adults, 15-24 Years"
1327,Heroin,Male,overall,overall,395.0,1.8,2009,"Young Adults, 15-24 Years"
1328,Heroin,Female,with,synthetic,,,2009,"Young Adults, 15-24 Years"
1329,Heroin,Male,with,synthetic,,,2009,"Young Adults, 15-24 Years"
1330,Stimulants,Female,overall,overall,98.0,0.5,2009,"Young Adults, 15-24 Years"
1331,Stimulants,Male,overall,overall,297.0,1.3,2009,"Young Adults, 15-24 Years"
1332,Stimulants,Female,with,any,59.0,0.3,2009,"Young Adults, 15-24 Years"
1333,Stimulants,Male,with,any,212.0,1.0,2009,"Young Adults, 15-24 Years"
1334,Stimulants,Female,with,synthetic,,,2009,"Young Adults, 15-24 Years"
1335,Stimulants,Male,with,synthetic,18.0,,2009,"Young Adults, 15-24 Years"
1336,Cocaine,Female,overall,overall,58.0,0.3,2009,"Young Adults, 15-24 Years"
1337,Cocaine,Male,overall,overall,211.0,0.9,2009,"Young Adults, 15-24 Years"
1338,Cocaine,Female,with,any,42.0,0.2,2009,"Young Adults, 15-24 Years"
1339,Cocaine,Male,with,any,166.0,0.7,2009,"Young Adults, 15-24 Years"
1340,Cocaine,Female,with,synthetic,,,2009,"Young Adults, 15-24 Years"
1341,Cocaine,Male,with,synthetic,,,2009,"Young Adults, 15-24 Years"
1342,Psychostimulants,Female,overall,overall,46.0,0.2,2009,"Young Adults, 15-24 Years"
1343,Psychostimulants,Male,overall,overall,101.0,0.5,2009,"Young Adults, 15-24 Years"
1344,Psychostimulants,Female,with,any,21.0,0.1,2009,"Young Adults, 15-24 Years"
1345,Psychostimulants,Male,with,any,58.0,0.3,2009,"Young Adults, 15-24 Years"
1346,Psychostimulants,Female,with,synthetic,,,2009,"Young Adults, 15-24 Years"
1347,Psychostimulants,Male,with,synthetic,,,2009,"Young Adults, 15-24 Years"
1348,Benzodiazepines,Female,overall,overall,147.0,0.7,2009,"Young Adults, 15-24 Years"
1349,Benzodiazepines,Male,overall,overall,424.0,1.9,2009,"Young Adults, 15-24 Years"
1350,Benzodiazepines,Female,with,any,130.0,0.6,2009,"Young Adults, 15-24 Years"
1351,Benzodiazepines,Male,with,any,387.0,1.7,2009,"Young Adults, 15-24 Years"
1352,Benzodiazepines,Female,with,synthetic,,,2009,"Young Adults, 15-24 Years"
1353,Benzodiazepines,Male,with,synthetic,40.0,0.2,2009,"Young Adults, 15-24 Years"
1354,Antidepressants,Female,overall,overall,76.0,0.4,2009,"Young Adults, 15-24 Years"
1355,Antidepressants,Male,overall,overall,101.0,0.5,2009,"Young Adults, 15-24 Years"
1356,Antidepressants,Female,with,any,41.0,0.2,2009,"Young Adults, 15-24 Years"
1357,Antidepressants,Male,with,any,62.0,0.3,2009,"Young Adults, 15-24 Years"
1358,Antidepressants,Female,with,synthetic,,,2009,"Young Adults, 15-24 Years"
1359,Antidepressants,Male,with,synthetic,,,2009,"Young Adults, 15-24 Years"
1360,Prescription opioids,Female,overall,overall,389.0,1.8,2010,"Young Adults, 15-24 Years"
1361,Prescription opioids,Male,overall,overall,1141.0,5.1,2010,"Young Adults, 15-24 Years"
1362,Prescription opioids,Female,with,synthetic,26.0,0.1,2010,"Young Adults, 15-24 Years"
1363,Prescription opioids,Male,with,synthetic,39.0,0.2,2010,"Young Adults, 15-24 Years"
1364,Synthetic opioids,Female,overall,overall,77.0,0.4,2010,"Young Adults, 15-24 Years"
1365,Synthetic opioids,Male,overall,overall,152.0,0.7,2010,"Young Adults, 15-24 Years"
1366,Heroin,Female,overall,overall,118.0,0.6,2010,"Young Adults, 15-24 Years"
1367,Heroin,Male,overall,overall,419.0,1.9,2010,"Young Adults, 15-24 Years"
1368,Heroin,Female,with,synthetic,,,2010,"Young Adults, 15-24 Years"
1369,Heroin,Male,with,synthetic,,,2010,"Young Adults, 15-24 Years"
1370,Stimulants,Female,overall,overall,145.0,0.7,2010,"Young Adults, 15-24 Years"
1371,Stimulants,Male,overall,overall,284.0,1.3,2010,"Young Adults, 15-24 Years"
1372,Stimulants,Female,with,any,93.0,0.4,2010,"Young Adults, 15-24 Years"
1373,Stimulants,Male,with,any,195.0,0.9,2010,"Young Adults, 15-24 Years"
1374,Stimulants,Female,with,synthetic,,,2010,"Young Adults, 15-24 Years"
1375,Stimulants,Male,with,synthetic,16.0,,2010,"Young Adults, 15-24 Years"
1376,Cocaine,Female,overall,overall,80.0,0.4,2010,"Young Adults, 15-24 Years"
1377,Cocaine,Male,overall,overall,185.0,0.8,2010,"Young Adults, 15-24 Years"
1378,Cocaine,Female,with,any,63.0,0.3,2010,"Young Adults, 15-24 Years"
1379,Cocaine,Male,with,any,146.0,0.7,2010,"Young Adults, 15-24 Years"
1380,Cocaine,Female,with,synthetic,,,2010,"Young Adults, 15-24 Years"
1381,Cocaine,Male,with,synthetic,,,2010,"Young Adults, 15-24 Years"
1382,Psychostimulants,Female,overall,overall,73.0,0.3,2010,"Young Adults, 15-24 Years"
1383,Psychostimulants,Male,overall,overall,106.0,0.5,2010,"Young Adults, 15-24 Years"
1384,Psychostimulants,Female,with,any,36.0,0.2,2010,"Young Adults, 15-24 Years"
1385,Psychostimulants,Male,with,any,55.0,0.2,2010,"Young Adults, 15-24 Years"
1386,Psychostimulants,Female,with,synthetic,,,2010,"Young Adults, 15-24 Years"
1387,Psychostimulants,Male,with,synthetic,,,2010,"Young Adults, 15-24 Years"
1388,Benzodiazepines,Female,overall,overall,172.0,0.8,2010,"Young Adults, 15-24 Years"
1389,Benzodiazepines,Male,overall,overall,486.0,2.2,2010,"Young Adults, 15-24 Years"
1390,Benzodiazepines,Female,with,any,157.0,0.7,2010,"Young Adults, 15-24 Years"
1391,Benzodiazepines,Male,with,any,448.0,2.0,2010,"Young Adults, 15-24 Years"
1392,Benzodiazepines,Female,with,synthetic,,,2010,"Young Adults, 15-24 Years"
1393,Benzodiazepines,Male,with,synthetic,43.0,0.2,2010,"Young Adults, 15-24 Years"
1394,Antidepressants,Female,overall,overall,78.0,0.4,2010,"Young Adults, 15-24 Years"
1395,Antidepressants,Male,overall,overall,120.0,0.5,2010,"Young Adults, 15-24 Years"
1396,Antidepressants,Female,with,any,51.0,0.2,2010,"Young Adults, 15-24 Years"
1397,Antidepressants,Male,with,any,75.0,0.3,2010,"Young Adults, 15-24 Years"
1398,Antidepressants,Female,with,synthetic,,,2010,"Young Adults, 15-24 Years"
1399,Antidepressants,Male,with,synthetic,,,2010,"Young Adults, 15-24 Years"
1400,Prescription opioids,Female,overall,overall,363.0,1.7,2011,"Young Adults, 15-24 Years"
1401,Prescription opioids,Male,overall,overall,1064.0,4.7,2011,"Young Adults, 15-24 Years"
1402,Prescription opioids,Female,with,synthetic,23.0,0.1,2011,"Young Adults, 15-24 Years"
1403,Prescription opioids,Male,with,synthetic,39.0,0.2,2011,"Young Adults, 15-24 Years"
1404,Synthetic opioids,Female,overall,overall,60.0,0.3,2011,"Young Adults, 15-24 Years"
1405,Synthetic opioids,Male,overall,overall,160.0,0.7,2011,"Young Adults, 15-24 Years"
1406,Heroin,Female,overall,overall,183.0,0.9,2011,"Young Adults, 15-24 Years"
1407,Heroin,Male,overall,overall,626.0,2.8,2011,"Young Adults, 15-24 Years"
1408,Heroin,Female,with,synthetic,,,2011,"Young Adults, 15-24 Years"
1409,Heroin,Male,with,synthetic,,,2011,"Young Adults, 15-24 Years"
1410,Stimulants,Female,overall,overall,134.0,0.6,2011,"Young Adults, 15-24 Years"
1411,Stimulants,Male,overall,overall,352.0,1.6,2011,"Young Adults, 15-24 Years"
1412,Stimulants,Female,with,any,87.0,0.4,2011,"Young Adults, 15-24 Years"
1413,Stimulants,Male,with,any,259.0,1.2,2011,"Young Adults, 15-24 Years"
1414,Stimulants,Female,with,synthetic,,,2011,"Young Adults, 15-24 Years"
1415,Stimulants,Male,with,synthetic,10.0,,2011,"Young Adults, 15-24 Years"
1416,Cocaine,Female,overall,overall,82.0,0.4,2011,"Young Adults, 15-24 Years"
1417,Cocaine,Male,overall,overall,228.0,1.0,2011,"Young Adults, 15-24 Years"
1418,Cocaine,Female,with,any,63.0,0.3,2011,"Young Adults, 15-24 Years"
1419,Cocaine,Male,with,any,179.0,0.8,2011,"Young Adults, 15-24 Years"
1420,Cocaine,Female,with,synthetic,,,2011,"Young Adults, 15-24 Years"
1421,Cocaine,Male,with,synthetic,,,2011,"Young Adults, 15-24 Years"
1422,Psychostimulants,Female,overall,overall,63.0,0.3,2011,"Young Adults, 15-24 Years"
1423,Psychostimulants,Male,overall,overall,136.0,0.6,2011,"Young Adults, 15-24 Years"
1424,Psychostimulants,Female,with,any,32.0,0.1,2011,"Young Adults, 15-24 Years"
1425,Psychostimulants,Male,with,any,91.0,0.4,2011,"Young Adults, 15-24 Years"
1426,Psychostimulants,Female,with,synthetic,,,2011,"Young Adults, 15-24 Years"
1427,Psychostimulants,Male,with,synthetic,,,2011,"Young Adults, 15-24 Years"
1428,Benzodiazepines,Female,overall,overall,158.0,0.7,2011,"Young Adults, 15-24 Years"
1429,Benzodiazepines,Male,overall,overall,456.0,2.0,2011,"Young Adults, 15-24 Years"
1430,Benzodiazepines,Female,with,any,149.0,0.7,2011,"Young Adults, 15-24 Years"
1431,Benzodiazepines,Male,with,any,420.0,1.9,2011,"Young Adults, 15-24 Years"
1432,Benzodiazepines,Female,with,synthetic,,,2011,"Young Adults, 15-24 Years"
1433,Benzodiazepines,Male,with,synthetic,44.0,0.2,2011,"Young Adults, 15-24 Years"
1434,Antidepressants,Female,overall,overall,83.0,0.4,2011,"Young Adults, 15-24 Years"
1435,Antidepressants,Male,overall,overall,100.0,0.4,2011,"Young Adults, 15-24 Years"
1436,Antidepressants,Female,with,any,48.0,0.2,2011,"Young Adults, 15-24 Years"
1437,Antidepressants,Male,with,any,66.0,0.3,2011,"Young Adults, 15-24 Years"
1438,Antidepressants,Female,with,synthetic,,,2011,"Young Adults, 15-24 Years"
1439,Antidepressants,Male,with,synthetic,,,2011,"Young Adults, 15-24 Years"
1440,Prescription opioids,Female,overall,overall,289.0,1.3,2012,"Young Adults, 15-24 Years"
1441,Prescription opioids,Male,overall,overall,831.0,3.7,2012,"Young Adults, 15-24 Years"
1442,Prescription opioids,Female,with,synthetic,10.0,,2012,"Young Adults, 15-24 Years"
1443,Prescription opioids,Male,with,synthetic,32.0,0.1,2012,"Young Adults, 15-24 Years"
1444,Synthetic opioids,Female,overall,overall,35.0,0.2,2012,"Young Adults, 15-24 Years"
1445,Synthetic opioids,Male,overall,overall,137.0,0.6,2012,"Young Adults, 15-24 Years"
1446,Heroin,Female,overall,overall,241.0,1.1,2012,"Young Adults, 15-24 Years"
1447,Heroin,Male,overall,overall,722.0,3.2,2012,"Young Adults, 15-24 Years"
1448,Heroin,Female,with,synthetic,,,2012,"Young Adults, 15-24 Years"
1449,Heroin,Male,with,synthetic,,,2012,"Young Adults, 15-24 Years"
1450,Stimulants,Female,overall,overall,129.0,0.6,2012,"Young Adults, 15-24 Years"
1451,Stimulants,Male,overall,overall,323.0,1.4,2012,"Young Adults, 15-24 Years"
1452,Stimulants,Female,with,any,87.0,0.4,2012,"Young Adults, 15-24 Years"
1453,Stimulants,Male,with,any,223.0,1.0,2012,"Young Adults, 15-24 Years"
1454,Stimulants,Female,with,synthetic,,,2012,"Young Adults, 15-24 Years"
1455,Stimulants,Male,with,synthetic,18.0,,2012,"Young Adults, 15-24 Years"
1456,Cocaine,Female,overall,overall,70.0,0.3,2012,"Young Adults, 15-24 Years"
1457,Cocaine,Male,overall,overall,200.0,0.9,2012,"Young Adults, 15-24 Years"
1458,Cocaine,Female,with,any,56.0,0.3,2012,"Young Adults, 15-24 Years"
1459,Cocaine,Male,with,any,171.0,0.8,2012,"Young Adults, 15-24 Years"
1460,Cocaine,Female,with,synthetic,,,2012,"Young Adults, 15-24 Years"
1461,Cocaine,Male,with,synthetic,,,2012,"Young Adults, 15-24 Years"
1462,Psychostimulants,Female,overall,overall,63.0,0.3,2012,"Young Adults, 15-24 Years"
1463,Psychostimulants,Male,overall,overall,134.0,0.6,2012,"Young Adults, 15-24 Years"
1464,Psychostimulants,Female,with,any,34.0,0.2,2012,"Young Adults, 15-24 Years"
1465,Psychostimulants,Male,with,any,60.0,0.3,2012,"Young Adults, 15-24 Years"
1466,Psychostimulants,Female,with,synthetic,,,2012,"Young Adults, 15-24 Years"
1467,Psychostimulants,Male,with,synthetic,,,2012,"Young Adults, 15-24 Years"
1468,Benzodiazepines,Female,overall,overall,137.0,0.6,2012,"Young Adults, 15-24 Years"
1469,Benzodiazepines,Male,overall,overall,374.0,1.7,2012,"Young Adults, 15-24 Years"
1470,Benzodiazepines,Female,with,any,128.0,0.6,2012,"Young Adults, 15-24 Years"
1471,Benzodiazepines,Male,with,any,351.0,1.6,2012,"Young Adults, 15-24 Years"
1472,Benzodiazepines,Female,with,synthetic,,,2012,"Young Adults, 15-24 Years"
1473,Benzodiazepines,Male,with,synthetic,37.0,0.2,2012,"Young Adults, 15-24 Years"
1474,Antidepressants,Female,overall,overall,68.0,0.3,2012,"Young Adults, 15-24 Years"
1475,Antidepressants,Male,overall,overall,91.0,0.4,2012,"Young Adults, 15-24 Years"
1476,Antidepressants,Female,with,any,36.0,0.2,2012,"Young Adults, 15-24 Years"
1477,Antidepressants,Male,with,any,54.0,0.2,2012,"Young Adults, 15-24 Years"
1478,Antidepressants,Female,with,synthetic,,,2012,"Young Adults, 15-24 Years"
1479,Antidepressants,Male,with,synthetic,,,2012,"Young Adults, 15-24 Years"
